,business_id,latitude,longitude,stars,review_count,categories
40,Egb5gh3QnLx70PCFmcaMPQ,27.929337,-82.401051,4.5,18,"Food, Bakeries, Grocery, Specialty Food"
41,3WfH4I8OmHMjTIFhPgh4Tw,28.0575829,-82.5821986,3.5,16,"Bakeries, Food"
42,8cdOG1T2aaj8ahEkcA79iQ,27.9296395,-82.5060599,4.0,14,"Shopping, Tobacco Shops, Electronics, Vape Shops"
43,jcmqREAt1nOg3ABv4ZeD3w,27.96264,-82.5694048,4.5,27,"Cocktail Bars, Seafood, Bars, Nightlife, Restaurants, Tapas/Small Plates"
44,jWcVzCpSayMyIPMniHpQjg,28.0098837,-82.4840114,4.0,29,"Restaurants, Pizza, Italian"
45,v8IbZ6wcvdyGqWpbDKDvfA,27.964536,-82.520756,4.0,121,"Sushi Bars, Fast Food, Japanese, Restaurants"
46,Pl0Ei394GwSpHDU2oTU5hQ,27.9783358359,-82.5495612994,3.5,11,"Street Vendors, Food Trucks, Food"
47,5fvs7pOE6amG17SiPovxjw,28.0330086,-82.4077832,2.5,7,"Restaurants, Mediterranean, Pizza, Burgers, Breakfast & Brunch, Turkish, Kebab"
48,UADDyUMFvV-KjFBNav7tIw,27.9510628495,-82.4602034248,3.5,58,"Nightlife, Bars, Irish Pub, Pubs"
49,VZfc50XVwgdCecH4YbGNFg,27.902583,-82.505631,4.0,323,"American (New), Diners, American (Traditional), Restaurants"
50,dcHPZZ6lgqm_VAcQjOUoMg,28.050101,-82.5035516,2.5,5,"Tobacco Shops, Vape Shops, Head Shops, Shopping"
51,a8eIw8vCk-kIe__G6NUfaA,28.0571712,-82.6237785,3.5,17,"Chinese, Restaurants"
52,WQ832PDnsDshhbQFm83ISg,28.055282,-82.506247,3.0,285,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars"
53,TTsBa6e2qgIEkiFQfYLmYA,28.1440679511,-82.3539949058,3.5,70,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, American (Traditional), Food, Desserts, Hot Dogs, Restaurants"
54,j5U5O3scMvPe67jzJcWFug,28.0146920537,-82.6140054742,3.0,37,"Restaurants, Chicken Shop, Chicken Wings, Salad, Fast Food"
55,_uQEKHH0R5fxrYkLrUI9pQ,28.1316091,-82.3691327,4.5,40,"Szechuan, Noodles, Restaurants, Chinese"
56,gi90NMmRhzl8vzM83UNOVA,28.15011,-82.3539970377,3.0,14,"Food, Sandwiches, Restaurants, Fast Food"
57,I1h0GRYp86eX-XqwVXsSGA,28.0322261,-82.4189253,4.5,345,"Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek"
58,BezmFrbIu1g2GpjngB2geA,28.0604,-82.541,2.0,18,"Photography Stores & Services, Drugstores, Shopping, Health & Medical, Food, Pharmacy, Convenience Stores"
59,J8j18KB--ZH4MjTQryPEpA,27.8937618,-82.5193236,2.0,11,"Burgers, Fast Food, Restaurants"
60,ov-hBIrfk_f1_UdKzu_Nrw,27.9602066,-82.4414592,4.0,7,"Restaurants, Cuban"
61,p21PCK17H3WL56KSr4Ykig,27.99554,-82.4743805,4.0,121,"Restaurants, Pizza"
62,3n_G-_DwOJ2VS4uGxBN6sg,28.0554349,-82.4292524,4.0,78,"Chinese, Noodles, Seafood, Chicken Wings, Restaurants"
63,mKZEuPNLVe4yRL0UfxFPTg,28.0812683681,-82.4279611613,4.5,104,"Modern European, American (New), Farmers Market, Cafes, Restaurants, American (Traditional), Breakfast & Brunch, Food"
64,AODksDNj5mH953cyhUG1Qw,27.9120596,-82.5057677,4.0,336,"Laotian, American (Traditional), Asian Fusion, Salad, Pan Asian, Sushi Bars, Food Trucks, Food, Noodles, Restaurants, Thai"
65,YNAjAJFVqbbQsWBu10keGw,28.0429222361,-82.5929463254,4.0,27,"Desserts, Cupcakes, Ice Cream & Frozen Yogurt, Food, Bakeries"
66,cLdbIdRXI-dJUwdlvMobkg,28.0268409533,-82.5843045032,3.0,10,"Photography Stores & Services, Shopping, Grocery, Food"
67,o6jfwLREaGy1mwAEybjOkg,28.0280199569,-82.393829897,4.0,106,"Food, Desserts, Breakfast & Brunch, Restaurants, American (Traditional), Greek, Italian"
68,Xsvi9wYhD7u5XrK2EKDd8w,28.0481913,-82.3942796,4.0,95,"Pizza, Restaurants"
69,Uq1o6DXKALmjdElXp4mEtQ,28.033191048,-82.4076666194,5.0,8,"Breakfast & Brunch, Restaurants, Dominican, Caribbean, Food, Coffee & Tea"
70,s4VzQaUCrgwPuViQYOqC2w,27.9962535,-82.5670403,3.5,39,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch, American (Traditional), Diners"
71,IRkQtjBxgVEqAOdtjgi6hQ,27.9260137,-82.5061947,5.0,77,"Caterers, Event Planning & Services, Coffee & Tea, Donuts, Food"
72,OIES_WhdNux3PmvSuPM-8Q,28.0774196,-82.5059947,4.0,106,"Restaurants, Japanese, Sushi Bars"
73,iWIu2qrim1PSNE0CRLyqpg,27.8932249,-82.4907101,4.5,44,"Arts & Entertainment, Cheese Shops, Specialty Food, Beer, Wine & Spirits, Food, Bars, Wine Tasting Room, Nightlife, Wineries, Wine Bars"
74,w0lcP2ngFaUpBGi5yzlYDw,27.9422145,-82.4629632,4.5,697,"Restaurants, Caribbean"
75,UGebrYgNZrMzbGbcI01JWA,28.0645829885,-82.5057124,4.5,108,"Juice Bars & Smoothies, Restaurants, Chicken Wings, Food, Asian Fusion, Ice Cream & Frozen Yogurt, Desserts"
76,EjFp57Nd4bVgb5GNn-XnuA,27.9969683,-82.5701668,3.5,155,"Chinese, Sushi Bars, Japanese, Restaurants"
77,Envz99GhwMkfMg7LzDQeUQ,27.9361321,-82.4761962,4.0,148,"Coffee Roasteries, Food, Coffee & Tea"
78,fGWB27viKPTuQYS4LA9pDQ,28.069162,-82.4454332,4.5,10,"Cocktail Bars, Bars, Music Venues, Event Planning & Services, Nightlife, Arts & Entertainment, Venues & Event Spaces"
79,yCJsChGarOVOAOIuQtrK3w,28.0567197,-82.4793405,3.0,5,"Convenience Stores, Food"
80,5fqP38clcV-paOJL74SuVA,27.9822819,-82.3734122,3.5,12,"Greek, Restaurants, Breakfast & Brunch"
81,bN7KQSVbEmRVJnQEkl3vkw,27.9958027,-82.4213829,3.5,29,"Restaurants, Sandwiches, Salad, Seafood"
82,gEltZpDpY54boc3SaerMtg,27.9430052,-82.3365132,3.5,16,"Caribbean, Restaurants"
83,C1QkJ4s_p3hMTrvOgM7ssA,27.9451157,-82.4978944,3.5,122,"Juice Bars & Smoothies, Active Life, Fitness & Instruction, Burgers, Acai Bowls, Food, Vegan, Salad, Specialty Food, Restaurants, Yoga, Health Markets"
84,WO5nr-4sjVs506BdCLL0aA,28.030876,-82.541377,4.0,319,"Restaurants, Japanese, Asian Fusion, Sushi Bars, Teppanyaki"
85,fYnvhdWXgWit8DhDLPrSTQ,27.996714,-82.3913739,4.5,85,"Health & Medical, Saunas, Sports Clubs, Hotels & Travel, Active Life, Beauty & Spas, Resorts, Day Spas, Food"
86,aFOXqgKSeSCvq4UU0rPdHA,28.0153977,-82.4855275,4.0,17,"Restaurants, Latin American"
87,z06yuwkwWjgXAxnlZKg1yw,28.069558,-82.433814,2.0,28,"American (Traditional), Restaurants, Fast Food, Cajun/Creole, Chicken Wings"
88,oqP1oQEycpp4J6u5YebRoQ,27.9387071894,-82.4547521292,3.5,768,"American (Traditional), Restaurants, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Bars, Nightlife"
89,uAbUh-mivr8AFoEbk-gANA,27.999241,-82.4508628,4.0,5,"Fruits & Veggies, Restaurants, Mexican, Specialty Food, Food, Juice Bars & Smoothies"
90,r7sU7DuN2wM1OyjLHe6_pg,27.9956217,-82.4366429,2.5,12,"Chicken Wings, Sandwiches, Italian, Restaurants, Pizza"
91,P3qii5-Hch2tDd1e59znXQ,28.0408259,-82.5264812,4.5,34,"Food, Restaurants, Cuban, Cafes"
92,encfXG_jrG1M6gX1IqrHrw,28.07824,-82.569894,3.5,262,"Restaurants, Seafood, Steakhouses"
93,YRWRq25_XCUeeqSlK1QZLA,27.9475693,-82.4551823,4.0,21,"Restaurants, Pizza"
94,Vh0A_uMFR-hxXwF5kVFGfg,28.0489954,-82.3928704,3.5,9,"Indian, Pakistani, Restaurants, Vegetarian"
95,jnge13lFtiLGXQEo5NwSYw,27.9444151,-82.5116072,4.5,67,"Bakeries, Custom Cakes, Food, Restaurants"
96,Zq8OzV7VzEL-yd9feN_hfg,27.9373475,-82.4809508,3.5,41,"Grocery, Food"
97,Qg9Sx8RwqnpYKQeSjfPh2w,27.95127,-82.446107,3.5,35,"Food, Restaurants, Cafes, Bakeries"
98,y3iKFTk_sgIXCT6fNcBn_Q,28.0550259,-82.4280458,2.0,114,"Chicken Wings, Bars, Restaurants, Nightlife, American (Traditional), Tex-Mex"
99,LRGbuufLJqxsDYsY7_Gx6A,28.0236,-82.5826138,2.5,13,"Restaurants, Burgers, Breakfast & Brunch, Fast Food"
100,gNqYUPKGfZJycaZhCsi7xQ,27.9764631494,-82.3297235912,3.0,14,"Greek, American (Traditional), Restaurants, Pizza"
101,p2V-Mz4tv-mZZxBt-YgWPw,28.0257989,-82.5170258,3.5,8,"Grocery, Food, Convenience Stores"
102,txasGoZ1qB5toVaFiTbpmQ,28.127905,-82.3691115,4.0,88,"Restaurants, American (Traditional), Breakfast & Brunch"
103,kT93atyyr1EKbLr995IkLA,28.032113,-82.647088,5.0,9,"Grocery, Food"
104,JjcAJybTnaoZ4vdGzf538Q,27.997710165,-82.4845614652,3.0,13,"Chicken Wings, Cheesesteaks, Pizza, Restaurants"
105,CtNglIJY2yp05rZpG9F3tA,28.0321886941,-82.4183867103,5.0,10,"Middle Eastern, Food, Grocery, Halal, International Grocery, Meat Shops, Arabic, Restaurants, Specialty Food"
106,3OGzmGqWwsyGLkhnxrA9Pw,27.937948,-82.484684,4.0,185,"Pizza, Restaurants, Gluten-Free, Vegan"
107,CGVpuQ3FpPWyYFQJQlsjLQ,27.9536077,-82.4604458,4.0,201,"Restaurants, Bars, Spanish, Tapas/Small Plates, Nightlife, Cocktail Bars, Mediterranean, Tapas Bars"
108,xqfJZ57uQ8NAgLazfMVV6A,28.03203,-82.432463,4.0,50,"Bakeries, Cupcakes, Food"
109,T2D57uRu-w242lYUlkjTAw,27.9810958987,-82.5351161767,3.0,12,"Food, Bagels"
110,qpfMY-wl7sm1SChElC6vtQ,27.88766,-82.493632,4.0,25,"Restaurants, German"
111,xkTjLbBC7uB-rAIDqAm-sw,27.995155,-82.48414,4.5,339,"Street Vendors, Restaurants, Mexican, Food Trucks, Food, Seafood"
112,n6zEr09OC7WigrxfQ4rjQQ,27.8534777946,-82.4822765156,4.0,5,"Beer Bar, Sandwiches, Nightlife, Bars, Cafes, Restaurants"
113,R0HjMCL_m5wjBeUpOXqzdA,27.998621,-82.5828717,4.0,58,"Food, Restaurants, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Hot Dogs"
114,Xnh8DIy3lef1VXZbq4buZQ,28.0432851,-82.5919514,4.0,47,"Lounges, Bars, Nightlife"
115,DCUQCy8hkdKKXr23Mhv_qA,27.9604664,-82.4420362,3.5,19,"Shopping, Tobacco Shops, Head Shops, Vape Shops"
116,mLNSOU8Ki0Fm09xd6ZKkcA,27.9370426822,-82.4760082753,3.5,380,"Music Venues, Bars, Restaurants, Italian, Steakhouses, Nightlife, Arts & Entertainment, Cocktail Bars"
117,V3BE5TB1LOWbne3r-fWLsg,27.9565429,-82.4265217,4.5,6,"Food Trucks, Restaurants, Food, Japanese, Korean"
118,07i5EdI8v2FBhVV-rya8Wg,27.9809251,-82.4855927,4.5,137,"Latin American, Restaurants, Salvadoran"
119,knA3b_WnHUJAyrIzzL9Lrg,27.9656004,-82.5207316,3.5,100,"Event Planning & Services, Restaurants, Food, Wraps, Caterers, Salad, Sandwiches, Food Delivery Services"
120,Q5odYgHa-ApKOPVrEFmRQA,27.960583,-82.441572,3.0,107,"Music Venues, Bars, Arts & Entertainment, Tex-Mex, Restaurants, Karaoke, Nightlife"
121,7BdU02Hf1QQx5YE3WYGcxQ,28.0257155,-82.4598851,1.5,13,"Fast Food, Restaurants, Burgers"
122,cg4JFJcCxRTTMmcg9O9KtA,27.936236,-82.482862,3.5,544,"Wine Bars, Desserts, Bars, American (New), Nightlife, Restaurants, Italian, Food, Salad, Breakfast & Brunch, Pizza"
123,FOtDhobe5Os8A7zSI_MvrA,28.1473720692,-82.2964053601,4.0,20,"Venues & Event Spaces, Event Planning & Services, Country Clubs, Arts & Entertainment, Caterers, Bars, Comfort Food, Breakfast & Brunch, Tapas/Small Plates, Restaurants, Sandwiches, Nightlife"
124,-7GjicSH_rM8JeZGCXGcUg,27.9600845,-82.4398411,3.0,86,"Bars, Pool Halls, Nightlife"
125,ntewVyhJ6C8H0U_KkduioQ,27.9426726234,-82.4521769956,3.5,8,"Pizza, Nightlife, Wine Bars, Food, Bars, Comfort Food, Desserts, American (New), Restaurants"
126,tl6CbSRA1txPHavvrQZfDA,28.0889550568,-82.4588084221,4.0,55,"Restaurants, Latin American"
127,yEO4BvXlnuu-B7cAc0pt2Q,27.977399889,-82.5376345217,3.5,25,"Bars, Nightlife"
128,u8CwR6jZgKqBPCjBViEWcQ,28.0494589,-82.5042328,3.5,6,"American (Traditional), Restaurants"
129,_O16xyQwp0YSTG2RgweRYA,27.893361,-82.49954,3.5,37,"Italian, Hair Salons, Pizza, Restaurants, Beauty & Spas"
130,ZC0_EKG2MSu0qaQj4TY6sw,27.959124,-82.4405692,4.5,10,"American (Traditional), Hot Dogs, Restaurants"
131,zPmSsAdvoBbo94msaYCLYg,28.0688469,-82.4437504,3.0,32,"Restaurants, Chinese, Seafood"
132,FxBwl9Grthz-75q8xemfxQ,28.0850379,-82.5014795,1.5,5,"Mexican, Restaurants, Tacos"
133,0Ga7YzSAIVZ8jrWwGE9m6Q,28.0668773659,-82.5025714394,3.0,10,"Food, Specialty Food, Butcher, Meat Shops"
134,6HRbMeGq5Y4hqRkgXnG6Ig,27.960479499999998,-82.436308,4.0,24,"Restaurants, Food, Coffee & Tea"
135,Dwwt8KwB0iyf86aE4p4vSQ,27.9963789,-82.4721976,3.0,27,"Restaurants, Bars, Nightlife, Cuban"
136,AIz4DpQVVpeC9tiNnGLy_g,27.942091,-82.479153,4.0,34,"Seafood, Restaurants"
137,xGUAa3xa8KsmbolC3XboQg,28.0254766,-82.457399,4.5,193,"Mexican, Tacos, Food, Restaurants, Food Trucks, Tex-Mex"
138,ugSj0rWlWQ57-FuKuieGXA,28.042926,-82.59231,4.0,81,"Sandwiches, Bars, Italian, Nightlife, Beer Bar, Pizza, Restaurants"
139,e9J0IWHyYGU-AcCqTQ7lSA,28.083075,-82.504375,4.0,69,"Restaurants, Sushi Bars, Japanese"
140,BVndHaLihEYbr76Z0CMEGw,27.884852,-82.5060044,4.5,162,"Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch"
141,LkskzKzo_S8YmG1dGn4hag,28.043321,-82.592416,4.0,104,"Tex-Mex, Mexican, Restaurants"
142,B2wSy1zQCdZgDXOkhAKGDQ,27.9423153,-82.4547605,2.5,209,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services"
143,HqsoOaWrQSFHtDPte45TXg,27.9962195,-82.5843226,4.0,14,"Vape Shops, Shopping, Head Shops, Tobacco Shops"
144,qf4LecJDQWIt0gt6VJWFPw,28.0114286,-82.3605699,3.5,95,"Burgers, Steakhouses, Restaurants, American (Traditional)"
145,EmbZ4QwVt_zgfqMOCATsyA,27.9083039,-82.5272462,3.5,37,"Food, Bakeries, Restaurants"
146,Yh_KhyVD6ZBwsIQQ1wSUpw,28.0250188,-82.4881568,4.0,160,"Vietnamese, Restaurants"
147,lZyINQz8hoGZk-WhqXy0Sw,28.0250508,-82.4650148,5.0,41,"Cafes, Cuban, Restaurants, Nightlife, Bars"
148,YEJh9kUueYsB_OSY11HXUA,27.9456158,-82.5327449,4.0,31,"Latin American, American (Traditional), Restaurants"
149,mzX2Qbt4uGsDyfD5QG4y6g,27.9962938,-82.4774967,3.5,8,"Shopping, Bars, Nightlife, Dive Bars, Pool & Billiards"
150,h8iDZcXLDicI_Wg8fwl-ig,27.960471175,-82.441660943,4.5,15,"Cuban, Restaurants, Food Tours, Yelp Events, Tours, Educational Services, Hotels & Travel, Education, Local Flavor"
151,AjzEFdI4hheVodEJZLLJzA,28.0150284,-82.4857457,3.0,26,"Colombian, Event Planning & Services, Latin American, Specialty Food, Food Delivery Services, Caterers, Ethnic Food, Barbeque, Cafes, Food, Soup, Breakfast & Brunch, Spanish, Restaurants"
152,_mM29ipaSjYo4zJZkswZiA,28.1056223211,-82.5312846143,5.0,31,"Food, Tea Rooms, Internet Cafes, Coffee & Tea, Coffee Roasteries"
153,SySSMQNIfXN4KZyMtEukEw,27.9592681,-82.5228184,3.5,66,"Steakhouses, Brazilian, Restaurants, Food"
154,ymy2ykGH2kjcPIitZQkkUg,27.941878835,-82.3376758397,4.0,46,"Vegetarian, Pakistani, Indian, Restaurants, Halal"
155,lmmPwUAK2F2sV3Tvx0pDHQ,28.08085,-82.577963,3.5,8,"Pizza, Restaurants"
156,NNllvvGX8ucSsyJBEWaG-w,28.0705294,-82.429778,4.0,12,"Bubble Tea, Food, Ice Cream & Frozen Yogurt"
157,buhO8vRCaEoNvlxU0AJRpQ,27.9410445,-82.5061125,2.5,28,"Food, Coffee & Tea, Restaurants"
158,Jx2AoB_IQOUrZ3s6fdAUSA,28.0632446,-82.5503918,4.5,219,"Coffee & Tea, Food, Internet Cafes, Cafes, Restaurants"
159,8K73iRrUIXcwTB5SKetptQ,28.0943138,-82.5041143,3.5,63,"Japanese, Restaurants, Seafood, Sushi Bars"
160,NA3oFJQBle5iulhYu2b1tA,28.0184918,-82.4510935,4.0,44,"Hot Dogs, Restaurants, Burgers, Chicken Wings"
161,-lhHSR1Aws4CyYC1XOPVTw,27.9200036,-82.4994284,4.0,156,"Greek, Restaurants, Sandwiches, Cafes, Salad"
162,1NM_by6H29DNqJwQWIliZw,28.0398446,-82.5351976,5.0,6,"Farmers Market, Food, Shopping, Home & Garden, Nurseries & Gardening, Hydroponics"
163,5xokROlB8Zo5T-_qbHzsrQ,27.944552,-82.480744,4.0,459,"Food, Coffee & Tea"
164,P0yKtQ4cFjNTY1X2CIdzBw,27.9651702134,-82.5500947185,4.0,246,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels"
165,JhwFBmMtZUejWLuEQfGoTg,28.0738053,-82.4468235,4.5,19,"Restaurants, Food Trucks, Mexican, Tex-Mex, Tacos, Food, Latin American"
166,_A1Dr1Ms8PUuAif7bR_Zcw,27.9416361,-82.4541165,3.0,5,"Restaurants, Italian"
167,qa1fGa9u0_awl-A8CinLRg,28.0798403037,-82.5074949426,4.0,72,"Sandwiches, Desserts, Salad, Restaurants, Food, Delis"
168,vmbc2yhml5Z54MknbHKbBA,27.9446222502,-82.526652,3.0,9,"Wineries, Grocery, Delis, Restaurants, Arts & Entertainment, Food, Bakeries"
169,utZYBTk8PovIJTad7Wm-dg,28.0450136,-82.5822626944,4.5,9,"Specialty Food, Seafood Markets, Food, Grocery, Meat Shops"
170,lmgCjE_h9VkpJYjsD2Li0A,28.088613,-82.504973,3.5,36,"Fashion, Department Stores, Furniture Stores, Electronics, Home & Garden, Grocery, Shopping, Food"
171,DVG3oqNuDZbTDe3zCUZsng,27.9600273,-82.439416,3.5,8,"Women's Clothing, Community Service/Non-Profit, Restaurants, Bars, Nightlife, Professional Services, Italian, Shopping, Fashion, Venues & Event Spaces, Event Planning & Services, Local Services"
172,mm4gSCCJXuAZFWDkESMjmw,28.030793,-82.540639,3.0,24,"Bars, American (New), Beer, Wine & Spirits, Food, Restaurants, Nightlife"
173,SuSM_GQtmxrUR4egJmGM2w,28.0564781,-82.426828,3.5,23,"Juice Bars & Smoothies, Food"
174,bjl2Xtm9kCWsCqz0OkS75g,27.907526,-82.502693,4.0,29,"Sandwiches, Pubs, Bars, Nightlife, Dive Bars, Restaurants"
175,_VB4EIoGdAR4sBB6rApEAg,27.989713899999998,-82.5057506,4.0,160,"Restaurants, Diners, Breakfast & Brunch"
176,3hlI68hS0pKFY6_rK5UU_g,27.8939748,-82.5022832,4.0,128,"Juice Bars & Smoothies, Poke, Food, Hawaiian, Restaurants, Acai Bowls"
177,ySXKjndttZjNy3kcqRqG3g,27.9345402662,-82.3332157323,2.5,136,"Sandwiches, Fish & Chips, Restaurants"
178,s8eXjE9r0vo78hzb3Br7cQ,27.9489566,-82.4570483,4.5,10,"Restaurants, Coffee & Tea, Sandwiches, Food"
179,7tN8hIXdQlfc7Lf5OOyjeg,28.0548911,-82.3905826,3.5,158,"American (Traditional), Nightlife, Chicken Wings, Restaurants, Bars, Sports Bars, Fish & Chips"
180,auH0BAgcZwxuQFKmvwy5PQ,28.011989,-82.4601919,5.0,5,"American (Traditional), Italian, Personal Chefs, Restaurants, Event Planning & Services, Sandwiches, Caterers"
181,Swjkmg5qAHT6hwXQRWQoHQ,28.0378445013,-82.6476599503,4.0,476,"American (New), Breweries, Food, American (Traditional), Restaurants, Gastropubs"
182,ggOBvjaHGDCck-67wtmFEQ,28.0164219,-82.4509461,4.0,12,"Beer, Wine & Spirits, Food"
183,KYaxFTVWG_opECuNpdrUKw,27.962541,-82.464085,4.5,27,"Nightlife, Bars, Irish Pub"
184,lH3tplAcbNrNL0nJoyXCNA,28.0714552,-82.4268348,4.5,163,"Breakfast & Brunch, Restaurants, Diners, Cafes"
185,T3muepcwD45gHLWcpaNNDQ,27.965029,-82.519643,4.0,5,"Candy Stores, Chocolatiers & Shops, Specialty Food, Shopping, Food, Flowers & Gifts, Gift Shops"
186,WWnRdTjwaTnsLSJX95j-Zw,27.9430540651,-82.447500625,3.5,268,"Lounges, Restaurants, Mexican, Nightlife, Bars, Tex-Mex"
187,nROgQ9JIN0sjv-i5R1rHcA,27.8945234966,-82.517929594,2.0,21,"Food, Restaurants, Fast Food, Burgers, Coffee & Tea"
